Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
373,1022925,36.0,unknown,unknown,yes,false,6,2,105,true,79.99,B, true,false,133.68,769.25,61.41,214.0,0.2,-7.405,-1.514,223.93,31.33,3.33,2.335524964,-1.002760842,11.33,27,0.0,,,0, false
374,1071265,54.0,professional,suburban,no,false,8,1,358,true,,B, false,true,55.45,570.25,39.99,72.75,0.0,-0.705,-0.2502,0.0,0.0,0.0,0.0,-2.740516618,0.0,12,0.0,,,0, true
375,1066323,30.0,unknown,town,yes,false,7,1,284,true,,B, false,true,50.69,243.75,59.99,0.0,0.0,-0.355,-0.014,0.0,0.0,0.0,0.0,-2.055015066,0.0,9,0.0,,,0, false
376,1039826,,unknown,suburban,unknown,false,0,2,385,true,79.99,B, true,false,70.93,138.5,69.74,5.0,1.44,-0.95,0.1162,130.34,17.67,3.33,8.387222947,-5.314156946000001,2.0,22,0.0,,,0, false
377,1059298,42.0,professional,unknown,yes,true,4,1,324,true,,B, false,true,32.38,415.0,30.0,0.0,0.0,5.38,0.0112,81.01,16.33,0.33,0.796117647,7.44910202,14.67,11,0.0,,,0, true
378,1088465,34.0,professional,unknown,unknown,true,6,1,338,true,,B, false,true,86.7,444.5,89.99,13.5,0.0,-8.89,-0.134,228.29,28.0,4.33,5.447714286,9.659447534,2.67,12,0.0,,,0, true
379,1068134,50.0,professional,unknown,yes,false,5,1,332,true,,C, false,true,25.29,94.25,22.25,0.0,0.0,3.435,0.8982,3.15,2.0,0.33,1.637107776,-4.118442439,2.0,11,0.33,,,0, false
380,1040911,26.0,clerical,unknown,unknown,false,7,1,478,true,,B, false,true,22.73,361.0,10.0,38.0,0.0,1.0,-0.1472,19.23,16.67,1.33,4.57256583,4.836694961,17.0,16,0.0,,,0, false
381,1022838,,unknown,unknown,unknown,false,0,2,142,true,29.99,G, true,false,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.82268529,0.0,21,0.0,,,0, true
382,1047971,24.0,unknown,unknown,no,false,7,3,72,true,149.99,B, false,true,30.19,3.5,39.99,0.0,0.2,-0.05,-0.004,1.07,0.0,0.0,0.503759398,-1.320770583,0.0,16,0.0,,,0, false
383,1046584,62.0,professional,rural,yes,false,6,1,592,true,,B, false,true,83.07,353.0,54.99,6.75,33.48,-4.44,-0.6466,83.32,9.0,6.67,2.430549146,10.16057329,3.0,20,0.0,,,0, false
384,1078287,44.0,professional,suburban,yes,true,4,1,323,true,,C, false,true,10.0,145.0,10.0,0.0,0.0,-0.92,,32.06,20.0,1.67,0.927391304,-13.06053145,0.0,11,0.0,,,0, true
385,1086948,,unknown,unknown,unknown,false,7,1,184,true,,G, false,true,59.12,499.75,58.06,0.0,0.0,1.045,-0.1026,109.98,40.33,9.0,1.165135135,-1.102207752,7.0,6,2.67,,,1, false
386,1013892,30.0,unknown,unknown,yes,false,6,2,842,true,9.99,C, false,true,41.99,309.75,34.98,26.25,0.0,0.305,-0.0688,81.35,26.33,4.0,1.63328297,6.384224134,3.0,29,0.0,,,0, true
387,1025539,,unknown,unknown,unknown,false,0,1,716,true,,G, true,false,37.97,616.75,29.99,9.0,0.0,-4.075,-0.0748,196.15,27.0,0.33,0.572372546,-8.400575601,22.33,24,0.0,,,0, false
388,1049591,52.0,unknown,unknown,yes,true,5,1,395,true,,B, false,true,54.4,512.25,59.99,0.0,0.0,-0.005,0.0504,9.51,5.0,2.33,2.181818182,-7.609639745,5.67,13,0.0,,,1, false
389,1041241,62.0,unknown,unknown,unknown,false,8,1,474,true,,B, false,true,71.09,463.0,58.5,36.25,0.59,-1.04,-0.175,56.43,7.67,0.67,2.141979683,7.79580566,7.0,16,3.67,,,0, true
390,1074021,,unknown,unknown,unknown,false,0,3,16,true,99.99,D, true,false,29.74,1048.5,33.74,3.75,1.12,-1.67,-0.4974,41.5,52.0,23.0,0.351392458,11.03149103,18.0,8,5.33,,,2, true
391,1036476,,unknown,unknown,unknown,false,0,1,524,true,,B, true,false,56.89,551.75,34.98,40.5,0.0,-3.095,-0.0676,234.93,17.33,0.33,0.7617770970000001,-0.952347775,7.67,17,0.33,,,0, true
392,1071905,,unknown,unknown,no,false,7,1,354,true,,B, false,true,35.24,86.75,44.99,0.0,0.0,-1.415,-0.005,0.0,0.0,0.0,0.0,13.35030328,0.0,12,0.0,,,0, true
393,1062297,50.0,unknown,unknown,unknown,false,3,1,369,true,,B, false,true,29.99,320.0,39.99,0.0,0.0,1.26,,50.33,8.33,2.0,1.918444444,8.46055846,5.67,12,0.67,,,0, false
394,1039892,46.0,unknown,unknown,no,false,5,2,149,true,29.99,E, false,false,38.78,363.5,18.38,63.5,0.0,-7.27,-0.7756,36.22,14.33,6.0,0.157012281,-13.24959096,7.0,18,8.33,,,0, false
395,1099697,42.0,professional,unknown,yes,true,3,3,71,true,29.99,C, false,true,30.0,262.33,30.0,0.0,0.0,0.3934,,70.59,2.67,0.0,1.971710244,16.50121352,1.67,31,0.0,,,0, false
396,1002723,,unknown,unknown,unknown,false,0,1,1241,true,,E, true,false,38.51,138.0,29.75,1.25,0.0,7.02,0.3016,35.44,0.67,0.0,0.655172414,-2.3625674180000003,2.33,41,3.67,,,0, true
397,1027011,32.0,unknown,unknown,unknown,false,3,13,52,true,129.99,D, false,true,103.85,1006.5,49.99,72.75,1.37,-8.23,-0.9138,225.8,136.33,60.0,1.180499677,3.549645354,38.67,19,0.67,,,0, false
398,1002140,54.0,self-employed,unknown,yes,false,5,5,508,true,29.99,A, false,true,51.97,1139.5,59.99,0.0,0.0,3.93,-0.0396,235.26,121.67,48.33,0.7966738870000001,10.83997295,15.0,46,2.67,,,2, true
399,1019983,46.0,unknown,unknown,unknown,true,6,1,681,true,,B, false,true,117.3,925.5,109.99,25.5,0.0,-0.31,-0.0132,119.76,44.33,8.67,4.413518519,-24.25506854,19.0,22,0.67,,,0, true
400,1001569,46.0,unknown,unknown,unknown,false,6,3,202,true,29.99,A, false,true,36.67,925.0,44.99,2.75,1.48,3.1,0.0494,79.78,0.0,0.0,0.578702695,20.00737543,15.33,45,8.0,,,0, false
401,1029955,28.0,unknown,unknown,unknown,false,5,1,635,true,,C, false,true,30.0,230.25,30.0,0.0,0.0,0.455,,71.16,9.33,0.0,1.18119537,18.29324453,1.67,21,0.33,,,0, false
402,1010563,32.0,professional,unknown,yes,false,9,1,856,true,,A, false,true,40.5,235.5,34.98,5.5,2.97,-0.05,-0.0064,0.0,0.0,0.0,0.0,18.76762598,0.0,28,0.0,,,0, true
403,1046222,30.0,professional,suburban,no,false,5,1,534,true,,A, false,true,23.06,45.75,19.99,5.25,0.0,0.505,0.118,6.57,1.67,0.67,0.7378571429999999,-10.5885659,0.67,18,0.0,,,0, false
404,1033186,,unknown,suburban,no,false,8,1,669,true,,B, false,true,162.77,894.25,50.0,332.25,10.38,-0.825,0.0074,54.93,21.67,0.0,8.685984381,7.007426146,15.0,23,1.0,,,0, true
405,1066303,34.0,unknown,town,no,false,5,1,453,true,,E, false,true,71.23,705.25,52.14,12.75,2.26,-14.105,-2.5154,406.71,38.0,10.67,1.340074088,-11.30553517,33.33,15,3.33,,,0, false
406,1014091,78.0,unknown,suburban,yes,true,6,2,166,true,79.99,A, false,true,30.09,295.25,30.0,0.25,0.0,0.255,-0.0018,63.39,9.67,0.0,1.636249213,2.792474734,15.0,27,1.0,,,0, false
407,1006745,48.0,unknown,town,no,false,7,4,307,true,9.99,A, false,true,71.53,714.0,34.98,109.75,0.0,-1.9,-0.29,164.96,49.67,14.0,1.861457383,-7.3776667489999985,10.67,35,0.67,,,0, false
408,1069583,48.0,professional,unknown,no,false,4,1,430,true,,B, false,true,72.49,297.75,34.99,0.0,0.0,-0.375,-0.85,0.0,0.0,0.0,0.0,12.12112803,0.0,15,0.0,,,0, false
409,1024543,36.0,unknown,unknown,unknown,false,1,2,303,true,9.99,C, false,true,469.67,4530.75,84.99,1389.0,0.0,-19.355,-3.9648,1402.2,91.33,94.33,0.8242151679999999,9.410299255,73.0,24,5.0,,,0, false
410,1081582,50.0,unknown,town,no,false,5,1,205,true,,B, false,true,42.22,519.25,54.99,1.5,1.37,-1.365,0.0554,79.84,10.33,0.0,0.669872255,17.36856806,31.0,7,2.67,,,0, false
411,1027691,56.0,unknown,suburban,yes,false,7,1,648,false,,B, true,false,34.09,174.25,29.99,11.0,0.0,2.475,0.226,11.68,1.33,0.0,1.280643981,-16.282738199999994,2.67,21,0.0,1.0,,0, true
412,1073978,50.0,unknown,rural,no,true,6,1,342,true,,C, false,true,54.75,333.25,44.99,0.0,19.51,-0.925,-0.1558,0.0,0.0,0.0,0.0,16.22532477,0.0,12,0.0,,,2, true
413,1042999,58.0,professional,unknown,yes,true,8,4,120,true,129.99,G, false,true,100.6,667.75,30.0,25.75,0.0,-1.035,-1.099,101.93,38.0,18.67,1.157212105,-12.71040629,5.33,15,3.0,,,0, false
414,1075174,,unknown,unknown,unknown,false,0,1,398,true,,E, true,false,29.99,250.25,39.99,0.0,0.0,1.035,,23.86,18.0,4.33,1.534209986,-5.7179525889999985,5.0,14,0.0,,,0, false
415,1021061,56.0,unknown,suburban,yes,true,8,1,774,true,,B, false,true,42.49,0.0,42.49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.908503417,0.33,26,0.33,,,0, true
416,1040091,,unknown,suburban,unknown,false,0,2,110,true,199.99,B, true,false,134.44,1105.5,60.47,200.0,0.0,1.93,-0.4318,319.07,134.67,51.33,0.993513443,10.55645882,38.67,16,0.33,,,2, false
417,1024840,,unknown,unknown,unknown,false,0,2,448,true,29.99,C, true,false,39.99,320.25,49.99,0.0,0.0,-0.905,,62.12,33.0,12.33,6.354375,5.8987545039999985,16.0,26,0.0,,,0, false
418,1004492,26.0,unknown,unknown,unknown,false,8,1,1019,false,,C, false,true,32.55,30.75,16.99,0.0,1.27,0.245,0.1876,0.0,0.0,0.0,13.33,-16.05512395,1.0,34,0.0,,,1, true
419,1033365,68.0,unknown,town,yes,false,3,1,667,true,,B, false,true,56.75,503.75,62.33,1.25,0.0,1.705,-0.3284,41.59,33.0,10.67,3.380857143,-0.847694855,15.33,22,3.67,,,0, false
420,1050721,42.0,unknown,suburban,no,false,9,1,493,true,,B, false,true,12.72,123.75,10.0,0.0,0.0,-0.775,-0.0148,4.25,9.33,2.33,13.73390558,20.12158201,1.33,17,0.0,,,0, false
421,1064805,46.0,professional,suburban,yes,true,6,1,401,true,,B, false,true,36.04,382.25,39.99,13.75,0.0,2.955,0.187,0.0,0.0,0.0,0.0,-13.13997983,0.0,14,0.0,,,0, false
422,1009656,,unknown,unknown,unknown,false,0,1,882,true,,C, true,true,32.78,144.25,32.49,0.0,0.0,-2.345,-0.0058,5.41,4.33,1.67,2.72851296,-4.596806288,0.33,29,0.0,,,3, true
423,1094730,,unknown,suburban,unknown,false,0,2,141,true,199.99,E, true,false,91.95,485.25,89.99,0.0,0.0,-2.665,-0.0198,136.98,13.33,1.33,1.578160794,-3.800338065,11.33,9,6.67,,,0, false
424,1083923,56.0,professional,unknown,yes,false,6,2,319,true,79.99,C, false,true,33.43,181.0,37.25,0.0,2.18,-3.62,-0.1888,13.17,21.33,1.33,0.5481373970000001,-9.154818667,6.67,13,1.33,,,0, true
425,1085619,,unknown,unknown,unknown,false,0,1,253,true,,C, true,false,113.36,1618.5,94.99,48.25,0.35,0.97,-0.31,502.41,68.33,52.67,1.865002987,16.56706201,14.67,8,1.67,,,0, false
426,1007613,66.0,retired,suburban,yes,false,9,1,992,false,,A, false,false,30.0,26.25,30.0,0.0,0.0,0.015,,0.53,1.0,0.33,1.72479564,0.192030125,0.33,33,0.0,,,0, false
427,1028816,46.0,professional,suburban,no,true,2,3,194,true,149.99,B, false,true,42.93,602.75,44.99,21.5,0.16,-0.135,-0.151,262.71,58.33,38.0,0.7771492240000001,3.294440686,4.0,25,1.0,,,0, true
428,1086768,26.0,unknown,suburban,unknown,false,6,1,184,true,,B, false,true,35.89,366.5,52.49,0.0,0.59,-0.69,-0.018000000000000002,66.4,40.67,15.33,1.172166667,1.86084968,20.0,6,6.0,,,0, false
429,1031636,26.0,unknown,unknown,no,false,9,1,736,true,,B, false,true,34.8,279.25,30.0,13.0,0.0,1.955,0.121,55.54,10.67,9.33,0.483870968,6.361774947000001,3.33,25,0.0,,,0, false
430,1084720,,unknown,unknown,unknown,false,0,1,364,true,,D, true,false,71.3,559.75,69.99,17.75,0.0,0.625,0.2636,119.86,90.33,6.33,1.848101266,6.224550512,6.0,12,2.67,,,0, false
431,1004894,58.0,professional,rural,yes,false,9,2,725,true,29.99,A, false,true,5.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-13.17263181,0.0,35,0.0,,,0, true
432,1045697,48.0,unknown,suburban,no,false,6,2,80,true,149.99,C, false,true,41.78,540.75,51.16,0.0,0.0,13.725,-0.0358,169.7,11.0,1.0,0.990197535,-16.97700426,3.33,14,2.0,,,2, true
433,1080979,42.0,professional,unknown,yes,true,6,4,13,true,79.99,C, false,true,57.23,1504.75,49.99,37.5,0.0,2.465,0.2792,438.14,87.33,48.33,0.611858939,-0.524119514,32.67,11,27.67,,,0, true
434,1050163,,unknown,suburban,unknown,false,7,2,155,true,149.99,G, false,true,94.86,1063.5,59.99,98.0,0.68,3.27,1.914,275.12,33.0,0.67,0.785166667,3.452330561,12.33,17,0.0,,,0, true
435,1057843,60.0,clerical,town,yes,false,9,1,331,true,,B, false,true,53.03,337.0,44.99,28.75,0.0,6.24,0.763,7.83,10.67,0.0,0.710754717,0.332529285,5.0,11,2.67,,,0, true
436,1044756,56.0,professional,suburban,no,false,2,2,39,true,149.99,D, false,true,145.41,1986.75,84.99,152.0,1.94,-7.475,-1.1708,658.68,34.67,5.67,1.30738092,-3.976957253,24.67,17,1.0,,,0, false
437,1065811,54.0,professional,suburban,yes,false,6,4,12,true,149.99,A, false,true,85.48,486.0,29.04,67.5,0.0,-3.48,1.3156,154.35,29.0,14.67,1.664569825,11.23681954,8.67,11,4.0,1.0,,0, true
438,1082090,40.0,unknown,town,yes,true,6,1,372,true,,C, false,true,34.99,0.0,44.99,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.987394958,0.0,13,0.0,,,0, true
439,1015842,46.0,unknown,rural,no,false,6,3,153,true,29.99,A, false,true,22.67,142.75,29.99,8.75,0.1,0.285,-0.0736,5.31,2.67,1.0,0.930416667,-18.83608735,2.33,24,4.33,,,0, false
440,1029122,40.0,professional,town,yes,true,6,1,576,true,,C, false,true,30.27,211.75,30.0,0.0,0.0,-1.615,-0.0054,21.75,10.67,0.33,3.022,27.65724044,6.33,19,0.0,,,0, true
441,1005310,72.0,retired,unknown,yes,false,4,2,352,false,29.99,A, false,true,25.32,175.5,24.99,0.0,0.0,-0.03,0.0196,29.62,0.33,0.0,0.597958868,-0.194949003,2.33,34,0.0,,,0, true
442,1000983,42.0,self-employed,unknown,no,false,9,2,227,true,29.99,A, false,true,66.46,439.0,69.99,8.75,0.0,-4.12,-0.0502,26.09,14.67,0.0,1.233172703,-10.46702617,7.33,47,0.0,,,0, false
443,1079178,26.0,unknown,suburban,no,false,6,1,274,true,,B, false,true,57.05,873.25,54.99,32.75,1.12,-6.345,-0.2214,182.35,29.67,7.33,0.670510708,14.78895564,12.0,9,0.67,,,0, false
444,1076698,58.0,unknown,town,yes,true,9,1,222,true,,B, false,true,30.51,71.5,39.99,0.0,0.0,0.01,-0.0104,1.47,3.67,0.0,1.166428571,-2.281441286,1.0,7,0.0,,,0, false
445,1085137,56.0,professional,rural,yes,false,9,1,362,true,,B, false,true,49.62,138.0,57.99,0.0,0.64,-0.86,0.0466,1.4,0.33,0.0,4.849884527,2.883197419,9.0,12,0.0,,,1, false
446,1055457,,unknown,unknown,unknown,false,0,3,172,true,59.99,E, true,false,136.15,1487.75,84.99,127.5,0.0,0.045,-0.6448,519.63,50.0,15.67,2.852052421,-4.105855279,19.33,15,4.0,,,0, false
447,1054387,22.0,unknown,suburban,unknown,false,6,2,93,true,79.99,D, false,true,92.85,1124.75,49.17,83.0,0.59,-8.515,-1.857,408.76,105.0,39.67,0.968905826,-4.62608165,21.67,18,1.33,1.0,,0, false
448,1038538,42.0,unknown,town,yes,false,9,3,203,true,149.99,B, false,true,10.84,244.0,10.0,0.25,0.0,2.94,0.0108,21.54,14.0,5.0,2.008533747,1.30805063,7.67,19,0.67,,,0, false
449,1021471,58.0,unknown,suburban,unknown,false,6,4,272,true,29.99,A, false,false,30.34,9.5,39.99,0.0,0.35,0.01,-0.0068,0.64,0.33,0.0,3.33,-9.546844183,0.0,26,0.0,,,0, true
450,1077995,44.0,clerical,suburban,no,false,3,2,63,true,79.99,B, false,true,35.24,183.25,44.99,0.0,0.0,-1.165,-0.005,12.88,15.0,1.0,1.72852059,3.110858219,4.0,11,0.33,,,0, true
451,1061781,56.0,unknown,unknown,unknown,true,9,1,372,true,,C, false,true,70.72,919.75,69.99,35.75,0.0,4.465,0.6436,781.11,16.33,1.0,1.115393492,-12.98612843,3.67,12,0.33,,,0, false
452,1016761,38.0,clerical,suburban,yes,true,9,2,329,true,59.99,A, false,true,69.91,505.0,45.15,39.75,3.41,1.06,-0.232,83.23,12.33,4.33,3.653520445,-13.92457366,12.0,28,0.0,1.0,1.0,0, false
453,1052460,,unknown,unknown,unknown,false,1,1,433,false,,F, false,true,19.99,8.25,29.99,0.0,0.0,-0.125,,1.21,0.67,0.0,21.21212121,3.562798512,1.67,14,0.0,,,0, false
454,1087497,,unknown,unknown,unknown,false,0,1,243,true,,E, true,false,79.39,1350.75,84.99,7.25,0.0,-10.595,0.012,459.17,41.0,39.0,0.949810557,0.418158983,53.0,8,2.33,,,0, false
455,1086661,,unknown,town,unknown,false,0,2,158,true,149.99,D, true,false,69.09,416.0,54.31,29.5,2.93,-1.74,0.6352,84.13,26.0,1.67,1.333387097,0.528585427,35.33,6,18.33,,,0, false
456,1076317,44.0,crafts,rural,yes,true,6,1,224,true,,B, false,true,27.55,64.5,19.99,1.75,3.47,0.75,0.1098,1.25,0.0,0.33,0.818553888,2.299466721,4.33,7,0.0,1.0,1.0,0, true
457,1089161,,unknown,unknown,unknown,false,0,2,191,true,99.99,B, true,false,15.9,375.0,10.0,14.75,0.0,1.66,0.098,98.04,33.33,6.0,0.976698758,-0.646480571,14.0,7,0.33,,,0, true
458,1009213,,unknown,unknown,unknown,false,0,2,541,true,29.99,A, true,false,35.2,339.25,32.49,0.0,0.26,-0.385,0.0628,37.17,19.33,4.67,1.76483565,7.814050895,7.67,31,0.33,,,0, true
459,1094750,32.0,unknown,suburban,yes,true,6,1,260,true,,E, false,true,40.69,457.75,33.1,32.75,0.0,5.525,-0.1744,32.34,3.0,0.33,9.779443255,5.134891234,4.0,9,2.67,,,0, false
460,1030131,50.0,unknown,unknown,yes,true,6,1,680,true,,B, false,true,40.88,323.5,30.0,12.75,6.42,-2.05,-0.2176,59.09,12.0,2.33,0.8477234659999999,-2.4911345540000003,7.33,23,0.0,,,0, true
461,1034968,36.0,unknown,unknown,yes,false,5,2,404,true,29.99,C, false,true,145.46,1650.25,146.85,0.0,2.56,5.335,-1.4476,429.48,110.33,28.33,5.582026456,-7.618263825,24.0,20,1.0,,,0, true
462,1083394,,unknown,rural,no,false,1,1,262,false,,B, true,false,34.18,173.25,29.99,11.25,0.0,0.855,0.1684,9.39,0.0,0.0,2.934553954,0.8069294859999999,3.67,9,0.0,,,0, true
463,1049390,54.0,unknown,suburban,unknown,false,7,3,10,true,29.99,B, false,true,34.99,365.0,44.99,0.0,0.0,2.06,,117.51,35.33,30.67,1.540189315,2.542200596,7.67,15,1.33,,,0, false
464,1056306,60.0,unknown,unknown,no,false,1,3,13,true,29.99,E, false,true,89.74,1226.5,84.99,0.0,0.0,2.19,0.129,173.58,55.67,6.33,4.024912541,7.594088112000001,43.33,11,1.0,,,0, true
465,1062364,36.0,unknown,town,yes,false,9,1,369,true,,B, false,false,31.36,117.5,39.99,0.0,1.12,-1.55,-0.0018,4.4,3.0,0.0,1.479904019,1.520114803,3.0,12,0.0,,,0, true
466,1099223,,unknown,unknown,unknown,false,0,3,185,true,79.99,F, true,false,55.59,178.75,49.99,0.0,3.37,1.305,-0.0262,23.43,5.67,0.0,3.442188879,24.28280085,2.0,31,0.0,,,0, true
467,1081276,,unknown,unknown,unknown,false,0,1,206,true,,B, true,false,30.12,511.5,34.67,0.0,0.0,-10.23,-0.4024,256.02,14.67,3.0,0.791837978,3.971130601,2.0,7,6.0,,,0, false
468,1089458,,unknown,unknown,unknown,false,0,1,221,true,,B, true,false,14.0,2.0,10.0,0.0,0.0,-0.04,,0.0,1.0,0.0,0.492537313,-4.640512121,1.67,7,0.0,,,3, true
469,1093994,,unknown,town,unknown,false,0,1,276,true,,E, true,false,165.63,2352.5,59.83,281.25,4.45,7.29,-1.5514,431.16,24.33,11.33,0.382536261,1.4810997869999998,19.0,10,18.33,,,0, false
470,1046453,30.0,student,unknown,no,false,4,1,424,true,,A, true,true,67.58,453.5,35.07,94.75,0.0,-2.33,-0.5452,77.85,57.33,11.67,1.715901639,-2.02935523,7.33,14,4.0,,,0, false
471,1094727,34.0,unknown,rural,yes,true,3,1,201,true,,D, false,false,59.89,356.5,33.74,56.0,0.0,-3.09,0.002,96.35,22.67,6.33,2.25930199,-19.83128795,12.33,7,3.33,,,0, true
472,1095938,,unknown,town,unknown,false,0,1,231,true,,B, true,false,85.07,452.0,62.99,4.75,27.73,0.44,-0.1314,112.01,22.0,3.67,2.381760758,12.74138264,4.33,8,0.0,,,2, false
473,1042716,40.0,professional,suburban,yes,true,9,2,440,false,9.99,B, false,true,58.46,341.5,55.74,0.0,0.0,-2.39,0.5502,8.09,5.67,0.0,7.518877057,3.1482152360000004,12.33,15,0.33,,,0, true
474,1051615,52.0,self-employed,unknown,unknown,true,3,4,199,true,149.99,E, false,true,44.15,250.5,49.99,0.0,0.16,0.13,-0.0032,3.83,53.0,0.0,2.1671516,4.062554765,29.33,16,172.33,,,0, true
475,1004680,30.0,unknown,town,yes,true,7,2,85,true,29.99,A, false,true,68.45,625.5,70.64,0.0,0.0,-7.23,-1.3688,161.16,41.0,14.33,1.268907563,-1.563930484,10.0,35,3.0,,,0, true
476,1037578,,unknown,unknown,no,false,7,1,575,true,,B, false,true,32.49,122.5,32.49,0.0,0.0,1.75,,11.67,0.0,0.0,0.7073884420000001,1.757880255,1.0,19,0.0,,,0, true
477,1035712,52.0,clerical,unknown,no,false,5,1,533,true,,B, false,true,63.16,249.0,29.99,61.0,1.57,1.92,0.5548,61.76,16.0,0.0,1.4174276019999998,13.26327385,2.67,18,0.33,,,0, true
478,1040433,38.0,unknown,unknown,yes,false,3,1,482,true,,C, false,true,22.88,58.25,29.99,0.0,0.0,0.815,0.1424,4.78,11.0,2.33,0.410819497,0.235049602,1.67,16,0.0,1.0,1.0,0, false
479,1060511,44.0,professional,suburban,yes,true,5,2,122,true,149.99,B, false,true,50.44,398.25,49.99,0.0,0.0,1.315,-0.009000000000000001,219.56,9.33,10.67,8.820769231,-8.405875541,6.33,10,1.33,,,0, true
480,1066153,,unknown,unknown,unknown,false,0,3,130,true,129.99,E, true,false,78.45,1305.25,57.49,45.25,0.1,-10.945,-0.602,97.09,28.33,7.33,0.895840303,19.83477355,6.33,9,7.33,,,0, true
481,1006664,,unknown,suburban,unknown,false,0,3,391,true,9.99,C, true,false,51.28,804.5,59.99,22.25,0.0,-3.65,-0.006,177.56,91.0,9.33,1.144106009,-16.24768153,12.67,33,0.67,,,0, true
482,1073956,48.0,unknown,town,yes,false,5,1,342,true,,D, false,false,43.37,369.5,39.99,31.75,0.78,1.85,0.4626,0.0,0.0,0.0,0.0,-8.367230657,0.0,12,0.0,,,0, false
483,1062445,46.0,crafts,suburban,yes,true,9,2,340,true,149.99,B, false,true,32.74,530.0,39.99,4.5,0.0,2.46,0.0628,179.07,40.33,6.33,0.7293288590000001,-7.291942002000001,5.33,12,0.33,,,0, false
484,1020612,50.0,unknown,suburban,unknown,false,9,1,734,true,,C, false,true,63.94,62.0,79.99,1.5,0.0,-0.84,-0.002,17.35,5.33,3.33,3.095714286,-1.958972636,4.0,24,0.0,,,0, false
485,1037116,40.0,unknown,suburban,unknown,false,6,3,30,true,29.99,C, false,true,45.04,329.0,30.0,0.0,0.17,-0.28,-0.029,6.51,28.33,1.0,0.696629213,-16.1834519,19.67,21,3.33,,,0, false
486,1043425,,unknown,unknown,unknown,false,0,1,454,true,,G, true,false,181.88,653.0,29.63,201.75,74.86,1.08,-0.1968,146.18,29.33,12.33,0.976252672,5.717264226,13.67,15,0.33,,,2, true
487,1039613,32.0,unknown,rural,no,false,5,1,552,true,,B, false,true,38.21,402.75,32.49,18.25,0.0,-2.015,-0.1144,84.58,26.67,11.67,12.60315079,-1.012401003,3.0,18,0.0,,,0, false
488,1093646,28.0,unknown,unknown,no,false,6,2,220,true,29.99,E, false,true,76.09,1290.75,59.99,54.5,2.6,4.685,-0.4388,240.34,51.33,11.67,0.901894976,16.0128704,5.0,10,21.67,,,0, true
489,1062007,44.0,unknown,town,no,false,4,2,256,true,149.99,A, false,true,179.09,2970.75,113.06,176.0,6.25,4.205,-0.6742,699.67,48.0,27.0,1.601967655,4.884350833,83.33,12,18.67,,,0, true
490,1064347,,unknown,suburban,unknown,false,0,1,403,true,,F, true,false,29.99,60.5,39.99,0.0,0.0,0.53,,2.0,0.67,0.0,0.923787529,5.286905597,0.33,14,0.0,,,0, true
491,1042122,,unknown,unknown,unknown,false,0,1,528,true,,B, true,false,29.99,16.5,29.99,0.0,0.0,-0.29,,0.0,0.0,0.0,2.9940119760000004,-5.13015135,0.67,17,0.0,,,1, true
492,1024959,34.0,professional,town,no,false,7,2,337,true,29.99,B, false,true,85.53,909.0,34.98,166.75,0.0,3.3,0.456,190.1,26.33,2.33,0.920515876,3.041564446,4.67,24,0.0,,,1, true
493,1077218,24.0,unknown,unknown,no,false,1,1,282,true,,G, true,true,36.89,933.5,49.32,5.25,0.0,1.11,0.067,171.62,48.0,14.33,0.625430108,0.498596386,16.33,9,7.67,,,0, false
494,1062803,,unknown,unknown,unknown,false,0,1,412,true,,F, true,false,57.8,534.0,59.99,12.0,0.0,0.5,-0.1166,138.28,27.33,22.0,5.651450929,-2.913655265,4.67,14,0.0,,,0, false
495,1095946,76.0,retired,town,yes,false,4,1,231,true,,A, false,true,39.24,12.25,44.99,0.0,0.0,-0.065,-0.005,0.0,1.33,0.0,3.33,-11.21443194,1.33,8,0.0,,,0, false
496,1044741,34.0,unknown,unknown,no,false,7,5,41,true,99.99,C, false,true,62.77,540.25,39.99,70.0,0.0,-1.065,0.317,167.33,27.33,6.33,0.968688478,-5.876222547,13.67,21,0.67,,,0, false
497,1070901,56.0,unknown,town,unknown,false,6,1,360,true,,B, false,true,62.28,323.0,35.15,101.0,0.16,-6.18,-1.2456,14.34,5.0,2.0,1.431492843,-3.536151133,6.33,12,1.33,,,0, true
498,1045946,,unknown,unknown,unknown,false,0,2,30,true,149.99,E, true,false,77.71,1349.0,84.99,0.0,2.24,3.06,-0.1294,367.86,59.67,32.67,0.915095541,-16.35543693,53.0,14,1.67,,,0, true
